Age,Attrition,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
27,Yes,1420.0,Sales,2.0,3.0,85.0,3.0,1.0,Sales Representative,1.0,3041.0,16346.0,0.0,No,11.0,3.0,2.0,5.0,3.0,4.0,3.0,0.0
21,No,1343.0,Sales,22.0,3.0,49.0,3.0,1.0,Sales Representative,3.0,3447.0,24444.0,1.0,No,11.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0
44,No,1315.0,Research & Development,3.0,4.0,35.0,3.0,5.0,Manager,4.0,19513.0,9358.0,4.0,Yes,12.0,3.0,1.0,26.0,4.0,2.0,2.0,0.0
22,No,604.0,Research & Development,6.0,1.0,69.0,3.0,1.0,Research Scientist,3.0,2773.0,12145.0,0.0,No,20.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0
33,No,1216.0,Sales,8.0,3.0,39.0,3.0,2.0,Sales Executive,3.0,7104.0,20431.0,0.0,No,12.0,3.0,4.0,6.0,3.0,5.0,0.0,1.0
32,No,646.0,Research & Development,9.0,1.0,92.0,3.0,2.0,Research Scientist,4.0,6322.0,18089.0,1.0,Yes,12.0,3.0,4.0,6.0,2.0,6.0,4.0,0.0
30,No,160.0,Research & Development,3.0,3.0,71.0,3.0,1.0,Research Scientist,3.0,2083.0,22653.0,1.0,No,20.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0
53,No,238.0,Sales,1.0,4.0,34.0,3.0,2.0,Sales Executive,1.0,8381.0,7507.0,7.0,No,20.0,4.0,4.0,18.0,4.0,14.0,7.0,8.0
34,No,1397.0,Research & Development,1.0,2.0,42.0,3.0,1.0,Research Scientist,4.0,2691.0,7660.0,1.0,No,12.0,3.0,4.0,10.0,2.0,10.0,9.0,8.0
45,Yes,306.0,Sales,26.0,1.0,100.0,3.0,2.0,Sales Executive,1.0,4286.0,5630.0,2.0,No,14.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0
26,No,991.0,Research & Development,6.0,3.0,71.0,3.0,1.0,Laboratory Technician,4.0,2659.0,17759.0,1.0,Yes,13.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0
37,No,482.0,Research & Development,3.0,3.0,36.0,3.0,3.0,Manufacturing Director,3.0,9434.0,9606.0,1.0,No,15.0,3.0,3.0,10.0,3.0,10.0,7.0,7.0
29,No,1176.0,Sales,3.0,2.0,62.0,3.0,2.0,Sales Executive,3.0,5561.0,3487.0,1.0,No,14.0,3.0,1.0,6.0,2.0,6.0,0.0,1.0
35,No,1017.0,Research & Development,6.0,2.0,82.0,1.0,2.0,Research Scientist,4.0,6646.0,19368.0,1.0,No,13.0,3.0,2.0,17.0,3.0,17.0,11.0,11.0
33,No,1296.0,Research & Development,6.0,3.0,30.0,3.0,2.0,Healthcare Representative,4.0,7725.0,5335.0,3.0,No,23.0,4.0,3.0,15.0,1.0,13.0,11.0,4.0
54,No,397.0,Human Resources,19.0,3.0,88.0,3.0,3.0,Human Resources,2.0,10725.0,6729.0,2.0,No,15.0,3.0,3.0,16.0,4.0,9.0,7.0,7.0
36,No,913.0,Research & Development,9.0,2.0,48.0,2.0,2.0,Manufacturing Director,2.0,8847.0,13934.0,2.0,Yes,11.0,3.0,3.0,13.0,3.0,3.0,2.0,0.0
27,No,1115.0,Research & Development,3.0,1.0,54.0,2.0,1.0,Research Scientist,4.0,2045.0,15174.0,0.0,No,13.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0
20,Yes,1362.0,Research & Development,10.0,4.0,32.0,3.0,1.0,Research Scientist,3.0,1009.0,26999.0,1.0,Yes,11.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0
33,Yes,1076.0,Research & Development,3.0,1.0,70.0,3.0,1.0,Research Scientist,1.0,3348.0,3164.0,1.0,Yes,11.0,3.0,1.0,10.0,3.0,10.0,8.0,9.0
35,No,727.0,Research & Development,3.0,3.0,41.0,2.0,1.0,Laboratory Technician,3.0,1281.0,16900.0,1.0,No,18.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0
23,No,885.0,Research & Development,4.0,1.0,58.0,4.0,1.0,Research Scientist,1.0,2819.0,8544.0,2.0,No,16.0,3.0,1.0,5.0,4.0,3.0,2.0,0.0
25,No,810.0,Sales,8.0,4.0,57.0,4.0,2.0,Sales Executive,2.0,4851.0,15678.0,0.0,No,22.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0
38,No,243.0,Sales,7.0,4.0,46.0,2.0,2.0,Sales Executive,4.0,4028.0,7791.0,0.0,No,20.0,4.0,1.0,8.0,3.0,7.0,7.0,0.0
29,No,806.0,Research & Development,1.0,2.0,76.0,1.0,1.0,Research Scientist,4.0,2720.0,18959.0,1.0,No,18.0,3.0,4.0,10.0,3.0,10.0,7.0,2.0
48,No,817.0,Sales,2.0,2.0,56.0,4.0,2.0,Sales Executive,2.0,8120.0,18597.0,3.0,No,12.0,3.0,4.0,12.0,3.0,2.0,2.0,2.0
27,No,1410.0,Sales,3.0,4.0,71.0,4.0,2.0,Sales Executive,4.0,4647.0,16673.0,1.0,Yes,20.0,4.0,2.0,6.0,3.0,6.0,5.0,0.0
37,No,1225.0,Research & Development,10.0,4.0,80.0,4.0,1.0,Research Scientist,4.0,4680.0,15232.0,3.0,No,17.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0
50,No,1207.0,Research & Development,28.0,4.0,74.0,4.0,1.0,Laboratory Technician,3.0,3221.0,3297.0,1.0,Yes,11.0,3.0,3.0,20.0,3.0,20.0,8.0,3.0
34,No,1442.0,Research & Development,9.0,4.0,46.0,2.0,3.0,Healthcare Representative,2.0,8621.0,17654.0,1.0,No,14.0,3.0,2.0,9.0,4.0,8.0,7.0,7.0
24,Yes,693.0,Sales,3.0,1.0,65.0,3.0,2.0,Sales Executive,3.0,4577.0,24785.0,9.0,No,14.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0
39,No,408.0,Research & Development,2.0,4.0,80.0,2.0,2.0,Healthcare Representative,3.0,4553.0,20978.0,1.0,No,11.0,3.0,1.0,20.0,3.0,20.0,7.0,11.0
32,No,929.0,Sales,10.0,4.0,55.0,3.0,2.0,Sales Executive,4.0,5396.0,21703.0,1.0,No,12.0,3.0,4.0,10.0,2.0,10.0,7.0,0.0
50,Yes,562.0,Sales,8.0,2.0,50.0,3.0,2.0,Sales Executive,3.0,6796.0,23452.0,3.0,Yes,14.0,3.0,1.0,18.0,3.0,4.0,3.0,1.0
38,No,827.0,Research & Development,1.0,2.0,33.0,4.0,2.0,Healthcare Representative,4.0,7625.0,19383.0,0.0,No,13.0,3.0,3.0,10.0,2.0,9.0,7.0,1.0
27,No,608.0,Research & Development,1.0,3.0,68.0,3.0,3.0,Manufacturing Director,1.0,7412.0,6009.0,1.0,No,11.0,3.0,4.0,9.0,3.0,9.0,7.0,0.0
32,No,1018.0,Research & Development,3.0,3.0,39.0,3.0,3.0,Research Director,4.0,11159.0,19373.0,3.0,No,15.0,3.0,4.0,10.0,3.0,7.0,7.0,7.0
47,No,703.0,Sales,14.0,4.0,42.0,3.0,2.0,Sales Executive,1.0,4960.0,11825.0,2.0,No,12.0,3.0,4.0,20.0,3.0,7.0,7.0,1.0
40,No,580.0,Sales,5.0,4.0,48.0,2.0,3.0,Sales Executive,1.0,10475.0,23772.0,5.0,Yes,21.0,4.0,3.0,20.0,3.0,18.0,13.0,1.0
53,No,970.0,Research & Development,7.0,3.0,59.0,4.0,4.0,Research Director,3.0,14814.0,13514.0,3.0,No,19.0,3.0,3.0,32.0,3.0,5.0,1.0,1.0
41,No,427.0,Human Resources,10.0,2.0,73.0,2.0,5.0,Manager,4.0,19141.0,8861.0,3.0,No,15.0,3.0,2.0,23.0,2.0,21.0,6.0,12.0
60,No,1179.0,Sales,16.0,1.0,84.0,3.0,2.0,Sales Executive,1.0,5405.0,11924.0,8.0,No,14.0,3.0,4.0,10.0,3.0,2.0,2.0,2.0
27,No,294.0,Research & Development,10.0,4.0,32.0,3.0,3.0,Manufacturing Director,1.0,8793.0,4809.0,1.0,No,21.0,4.0,3.0,9.0,2.0,9.0,7.0,1.0
41,No,314.0,Human Resources,1.0,4.0,59.0,2.0,5.0,Manager,3.0,19189.0,19562.0,1.0,No,12.0,3.0,2.0,22.0,3.0,22.0,7.0,2.0
50,No,316.0,Sales,8.0,4.0,54.0,3.0,1.0,Sales Representative,2.0,3875.0,9983.0,7.0,No,15.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0
28,Yes,654.0,Research & Development,1.0,1.0,67.0,1.0,1.0,Research Scientist,2.0,2216.0,3872.0,7.0,Yes,13.0,3.0,4.0,10.0,3.0,7.0,7.0,3.0
36,No,427.0,Research & Development,8.0,1.0,63.0,4.0,3.0,Research Director,1.0,11713.0,20335.0,9.0,No,14.0,3.0,1.0,10.0,3.0,8.0,7.0,0.0
38,No,168.0,Research & Development,1.0,3.0,81.0,3.0,3.0,Manufacturing Director,3.0,7861.0,15397.0,4.0,Yes,14.0,3.0,4.0,10.0,4.0,1.0,0.0,0.0
44,No,381.0,Research & Development,24.0,1.0,49.0,1.0,1.0,Laboratory Technician,3.0,3708.0,2104.0,2.0,No,14.0,3.0,3.0,9.0,3.0,5.0,2.0,1.0
47,No,217.0,Sales,3.0,4.0,49.0,3.0,4.0,Sales Executive,3.0,13770.0,10225.0,9.0,Yes,12.0,3.0,4.0,28.0,2.0,22.0,2.0,11.0
30,No,501.0,Sales,27.0,3.0,99.0,3.0,2.0,Sales Executive,4.0,5304.0,25275.0,7.0,No,23.0,4.0,4.0,10.0,2.0,8.0,7.0,7.0
29,No,1396.0,Sales,10.0,3.0,99.0,3.0,1.0,Sales Representative,3.0,2642.0,2755.0,1.0,No,11.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0
42,Yes,933.0,Research & Development,19.0,3.0,57.0,4.0,1.0,Research Scientist,3.0,2759.0,20366.0,6.0,Yes,12.0,3.0,4.0,7.0,3.0,2.0,2.0,2.0
43,No,775.0,Sales,15.0,4.0,47.0,2.0,2.0,Sales Executive,4.0,6804.0,23683.0,3.0,No,18.0,3.0,3.0,7.0,3.0,2.0,2.0,2.0
34,No,970.0,Research & Development,8.0,2.0,96.0,3.0,2.0,Healthcare Representative,3.0,6142.0,7360.0,3.0,No,11.0,3.0,4.0,10.0,3.0,5.0,1.0,4.0
23,No,650.0,Research & Development,9.0,2.0,37.0,3.0,1.0,Laboratory Technician,1.0,2500.0,4344.0,1.0,No,14.0,3.0,4.0,5.0,4.0,4.0,3.0,0.0
39,No,141.0,Human Resources,3.0,3.0,44.0,4.0,2.0,Human Resources,2.0,6389.0,18767.0,9.0,No,15.0,3.0,3.0,12.0,1.0,8.0,3.0,3.0
56,No,832.0,Research & Development,9.0,3.0,81.0,3.0,4.0,Healthcare Representative,4.0,11103.0,20420.0,7.0,No,11.0,3.0,3.0,30.0,2.0,10.0,7.0,1.0
40,No,804.0,Research & Development,2.0,4.0,86.0,2.0,1.0,Research Scientist,4.0,2342.0,22929.0,0.0,Yes,20.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0
27,No,975.0,Research & Development,7.0,4.0,55.0,2.0,2.0,Healthcare Representative,1.0,6811.0,23398.0,8.0,No,19.0,3.0,1.0,9.0,1.0,7.0,6.0,0.0
29,No,1090.0,Sales,10.0,4.0,83.0,3.0,1.0,Sales Representative,2.0,2297.0,17967.0,1.0,No,14.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0
53,No,346.0,Research & Development,6.0,4.0,86.0,3.0,2.0,Laboratory Technician,4.0,2450.0,10919.0,2.0,No,17.0,3.0,4.0,19.0,3.0,2.0,2.0,2.0
35,No,1225.0,Research & Development,2.0,4.0,61.0,3.0,2.0,Healthcare Representative,1.0,5093.0,4761.0,2.0,No,11.0,3.0,1.0,16.0,4.0,1.0,0.0,0.0
32,No,430.0,Research & Development,24.0,1.0,80.0,3.0,2.0,Laboratory Technician,4.0,5309.0,21146.0,1.0,No,15.0,3.0,4.0,10.0,3.0,10.0,8.0,4.0
38,No,268.0,Research & Development,2.0,4.0,92.0,3.0,1.0,Research Scientist,3.0,3057.0,20471.0,6.0,Yes,13.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0
34,No,167.0,Research & Development,8.0,2.0,32.0,3.0,2.0,Manufacturing Director,1.0,5121.0,4187.0,3.0,No,14.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0
52,No,621.0,Sales,3.0,3.0,31.0,2.0,4.0,Manager,1.0,16856.0,10084.0,1.0,No,11.0,3.0,1.0,34.0,4.0,34.0,6.0,1.0
33,Yes,527.0,Research & Development,1.0,4.0,63.0,3.0,1.0,Research Scientist,4.0,2686.0,5207.0,1.0,Yes,13.0,3.0,3.0,10.0,2.0,10.0,9.0,7.0
25,No,883.0,Sales,26.0,3.0,32.0,3.0,2.0,Sales Executive,4.0,6180.0,22807.0,1.0,No,23.0,4.0,2.0,6.0,2.0,6.0,5.0,1.0
45,No,954.0,Sales,2.0,2.0,46.0,1.0,2.0,Sales Representative,3.0,6632.0,12388.0,0.0,No,13.0,3.0,1.0,9.0,3.0,8.0,7.0,3.0
23,No,310.0,Research & Development,10.0,1.0,79.0,4.0,1.0,Research Scientist,3.0,3505.0,19630.0,1.0,No,18.0,3.0,4.0,2.0,3.0,2.0,2.0,0.0
47,Yes,719.0,Sales,27.0,2.0,77.0,4.0,2.0,Sales Executive,3.0,6397.0,10339.0,4.0,Yes,12.0,3.0,4.0,8.0,3.0,5.0,4.0,1.0
34,No,304.0,Sales,2.0,4.0,60.0,3.0,2.0,Sales Executive,4.0,6274.0,18686.0,1.0,No,22.0,4.0,3.0,6.0,3.0,6.0,5.0,1.0
55,Yes,725.0,Research & Development,2.0,4.0,78.0,3.0,5.0,Manager,1.0,19859.0,21199.0,5.0,Yes,13.0,3.0,4.0,24.0,3.0,5.0,2.0,1.0
36,No,1434.0,Sales,8.0,1.0,76.0,2.0,3.0,Sales Executive,1.0,7587.0,14229.0,1.0,No,15.0,3.0,2.0,10.0,3.0,10.0,7.0,0.0
52,No,715.0,Research & Development,19.0,4.0,41.0,3.0,1.0,Research Scientist,4.0,4258.0,26589.0,0.0,No,18.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0
26,No,575.0,Research & Development,1.0,1.0,71.0,1.0,1.0,Laboratory Technician,4.0,4364.0,5288.0,3.0,No,14.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0
29,No,657.0,Research & Development,27.0,2.0,66.0,3.0,2.0,Healthcare Representative,3.0,4335.0,25549.0,4.0,No,12.0,3.0,1.0,11.0,2.0,8.0,7.0,1.0
26,Yes,1146.0,Sales,8.0,4.0,38.0,2.0,2.0,Sales Executive,1.0,5326.0,3064.0,6.0,No,17.0,3.0,3.0,6.0,2.0,4.0,3.0,1.0
34,No,182.0,Research & Development,1.0,2.0,72.0,4.0,1.0,Research Scientist,4.0,3280.0,13551.0,2.0,No,16.0,3.0,3.0,10.0,3.0,4.0,2.0,1.0
54,No,376.0,Research & Development,19.0,4.0,95.0,3.0,2.0,Manufacturing Director,1.0,5485.0,22670.0,9.0,Yes,11.0,3.0,2.0,9.0,3.0,5.0,3.0,1.0
27,No,829.0,Sales,8.0,3.0,84.0,3.0,2.0,Sales Executive,4.0,4342.0,24008.0,0.0,No,19.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0
37,No,571.0,Research & Development,10.0,4.0,82.0,3.0,1.0,Research Scientist,1.0,2782.0,19905.0,0.0,Yes,13.0,3.0,2.0,6.0,2.0,5.0,3.0,4.0
38,No,240.0,Research & Development,2.0,1.0,75.0,4.0,2.0,Manufacturing Director,1.0,5980.0,26085.0,6.0,Yes,12.0,3.0,4.0,17.0,3.0,15.0,7.0,4.0
34,No,121.0,Research & Development,2.0,3.0,86.0,2.0,1.0,Research Scientist,1.0,4381.0,7530.0,1.0,No,11.0,3.0,3.0,6.0,3.0,6.0,5.0,1.0
35,No,384.0,Sales,8.0,1.0,72.0,3.0,1.0,Sales Representative,4.0,2572.0,20317.0,1.0,No,16.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0
30,No,921.0,Research & Development,1.0,4.0,38.0,1.0,1.0,Laboratory Technician,3.0,3833.0,24375.0,3.0,No,21.0,4.0,3.0,7.0,3.0,2.0,2.0,0.0
40,No,791.0,Research & Development,2.0,3.0,38.0,4.0,2.0,Healthcare Representative,2.0,4244.0,9931.0,1.0,No,24.0,4.0,4.0,8.0,3.0,8.0,7.0,3.0
34,No,1111.0,Sales,8.0,3.0,93.0,3.0,2.0,Sales Executive,1.0,6500.0,13305.0,5.0,No,17.0,3.0,2.0,6.0,3.0,3.0,2.0,1.0
42,No,570.0,Research & Development,8.0,2.0,66.0,3.0,5.0,Manager,4.0,18430.0,16225.0,1.0,No,13.0,3.0,2.0,24.0,2.0,24.0,7.0,14.0
23,Yes,1243.0,Research & Development,6.0,3.0,63.0,4.0,1.0,Laboratory Technician,1.0,1601.0,3445.0,1.0,Yes,21.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0
24,No,1092.0,Research & Development,9.0,3.0,60.0,2.0,1.0,Laboratory Technician,2.0,2694.0,26551.0,1.0,No,11.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0
52,No,1325.0,Research & Development,11.0,4.0,82.0,3.0,2.0,Laboratory Technician,3.0,3149.0,21821.0,8.0,No,20.0,4.0,2.0,9.0,3.0,5.0,2.0,1.0
50,No,691.0,Research & Development,2.0,3.0,64.0,3.0,4.0,Research Director,3.0,17639.0,6881.0,5.0,No,16.0,3.0,4.0,30.0,3.0,4.0,3.0,0.0
29,Yes,805.0,Research & Development,1.0,2.0,36.0,2.0,1.0,Laboratory Technician,1.0,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0
33,No,213.0,Research & Development,7.0,3.0,49.0,3.0,3.0,Research Director,3.0,11691.0,25995.0,0.0,No,11.0,3.0,4.0,14.0,4.0,13.0,9.0,3.0
33,Yes,118.0,Sales,16.0,1.0,69.0,3.0,2.0,Sales Executive,1.0,5324.0,26507.0,5.0,No,15.0,3.0,3.0,6.0,3.0,3.0,2.0,0.0
47,No,202.0,Research & Development,2.0,3.0,33.0,3.0,4.0,Manager,4.0,16752.0,12982.0,1.0,Yes,11.0,3.0,3.0,26.0,2.0,26.0,14.0,3.0
36,No,676.0,Research & Development,1.0,3.0,35.0,3.0,2.0,Manufacturing Director,2.0,5228.0,23361.0,0.0,No,15.0,3.0,1.0,10.0,3.0,9.0,7.0,0.0
29,No,1252.0,Research & Development,23.0,3.0,81.0,4.0,1.0,Research Scientist,3.0,2700.0,23779.0,1.0,No,24.0,4.0,3.0,10.0,3.0,10.0,7.0,0.0
58,Yes,286.0,Research & Development,2.0,4.0,31.0,3.0,5.0,Research Director,2.0,19246.0,25761.0,7.0,Yes,12.0,3.0,4.0,40.0,3.0,31.0,15.0,13.0
35,No,1258.0,Research & Development,1.0,4.0,40.0,4.0,1.0,Research Scientist,3.0,2506.0,13301.0,3.0,No,13.0,3.0,3.0,7.0,3.0,2.0,2.0,2.0
42,No,932.0,Research & Development,1.0,4.0,43.0,2.0,2.0,Manufacturing Director,4.0,6062.0,4051.0,9.0,Yes,13.0,3.0,4.0,8.0,3.0,4.0,3.0,0.0
28,Yes,890.0,Research & Development,2.0,3.0,46.0,3.0,1.0,Research Scientist,3.0,4382.0,16374.0,6.0,No,17.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0
36,No,1041.0,Human Resources,13.0,3.0,36.0,3.0,1.0,Human Resources,2.0,2143.0,25527.0,4.0,No,13.0,3.0,2.0,8.0,3.0,5.0,2.0,0.0
32,No,859.0,Research & Development,4.0,3.0,98.0,2.0,2.0,Manufacturing Director,3.0,6162.0,19124.0,1.0,No,12.0,3.0,3.0,14.0,3.0,14.0,13.0,6.0
40,No,720.0,Research & Development,16.0,1.0,51.0,2.0,2.0,Laboratory Technician,3.0,5094.0,11983.0,6.0,No,14.0,3.0,4.0,10.0,3.0,1.0,0.0,0.0
30,No,946.0,Research & Development,2.0,3.0,52.0,2.0,2.0,Manufacturing Director,4.0,6877.0,20234.0,5.0,Yes,24.0,4.0,2.0,12.0,2.0,0.0,0.0,0.0
45,No,252.0,Research & Development,2.0,2.0,95.0,2.0,1.0,Research Scientist,3.0,2274.0,6153.0,1.0,No,14.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0
42,No,933.0,Research & Development,29.0,2.0,98.0,3.0,2.0,Manufacturing Director,2.0,4434.0,11806.0,1.0,No,13.0,3.0,4.0,10.0,2.0,9.0,8.0,7.0
38,No,471.0,Research & Development,12.0,1.0,45.0,2.0,2.0,Healthcare Representative,1.0,6288.0,4284.0,2.0,No,15.0,3.0,3.0,13.0,2.0,4.0,3.0,1.0
34,No,702.0,Research & Development,16.0,3.0,100.0,2.0,1.0,Research Scientist,4.0,2553.0,8306.0,1.0,No,16.0,3.0,3.0,6.0,3.0,5.0,2.0,1.0
49,Yes,1184.0,Sales,11.0,3.0,43.0,3.0,3.0,Sales Executive,4.0,7654.0,5860.0,1.0,No,18.0,3.0,1.0,9.0,4.0,9.0,8.0,7.0
55,Yes,436.0,Sales,2.0,3.0,37.0,3.0,2.0,Sales Executive,4.0,5160.0,21519.0,4.0,No,16.0,3.0,3.0,12.0,2.0,9.0,7.0,7.0
43,No,589.0,Research & Development,14.0,2.0,94.0,3.0,4.0,Research Director,1.0,17159.0,5200.0,6.0,No,24.0,4.0,3.0,22.0,3.0,4.0,1.0,1.0
27,No,269.0,Research & Development,5.0,3.0,42.0,2.0,3.0,Research Director,4.0,12808.0,8842.0,1.0,Yes,16.0,3.0,2.0,9.0,3.0,9.0,8.0,0.0
35,No,950.0,Research & Development,7.0,3.0,59.0,3.0,3.0,Manufacturing Director,3.0,10221.0,18869.0,3.0,No,21.0,4.0,2.0,17.0,4.0,8.0,5.0,1.0
28,No,760.0,Sales,2.0,2.0,81.0,3.0,2.0,Sales Executive,2.0,4779.0,3698.0,1.0,Yes,20.0,4.0,1.0,8.0,3.0,8.0,7.0,7.0
34,No,829.0,Human Resources,3.0,3.0,88.0,3.0,1.0,Human Resources,4.0,3737.0,2243.0,0.0,No,19.0,3.0,3.0,4.0,1.0,3.0,2.0,0.0
26,Yes,887.0,Research & Development,5.0,3.0,88.0,2.0,1.0,Research Scientist,3.0,2366.0,20898.0,1.0,Yes,14.0,3.0,1.0,8.0,3.0,8.0,7.0,1.0
27,No,443.0,Research & Development,3.0,4.0,50.0,3.0,1.0,Research Scientist,4.0,1706.0,16571.0,1.0,No,11.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0
51,No,1318.0,Sales,26.0,1.0,66.0,3.0,4.0,Manager,3.0,16307.0,5594.0,2.0,No,14.0,3.0,3.0,29.0,2.0,20.0,6.0,4.0
44,No,625.0,Research & Development,4.0,4.0,50.0,3.0,2.0,Healthcare Representative,2.0,5933.0,5197.0,9.0,No,12.0,3.0,4.0,10.0,2.0,5.0,2.0,2.0
25,No,180.0,Research & Development,2.0,1.0,65.0,4.0,1.0,Research Scientist,1.0,3424.0,21632.0,7.0,No,13.0,3.0,3.0,6.0,2.0,4.0,3.0,0.0
33,No,586.0,Sales,1.0,1.0,48.0,4.0,2.0,Sales Executive,1.0,4037.0,21816.0,1.0,No,22.0,4.0,1.0,9.0,3.0,9.0,8.0,0.0
35,No,1343.0,Research & Development,27.0,3.0,53.0,2.0,1.0,Research Scientist,1.0,2559.0,17852.0,1.0,No,11.0,3.0,4.0,6.0,2.0,6.0,5.0,1.0
36,No,928.0,Sales,1.0,2.0,56.0,3.0,2.0,Sales Executive,4.0,6201.0,2823.0,1.0,Yes,14.0,3.0,4.0,18.0,2.0,18.0,14.0,4.0
32,No,117.0,Sales,13.0,2.0,73.0,3.0,2.0,Sales Executive,4.0,4403.0,9250.0,2.0,No,11.0,3.0,3.0,8.0,2.0,5.0,2.0,0.0
30,No,1012.0,Research & Development,5.0,2.0,75.0,2.0,1.0,Research Scientist,4.0,3761.0,2373.0,9.0,No,12.0,3.0,2.0,10.0,2.0,5.0,4.0,0.0
53,No,661.0,Sales,7.0,1.0,78.0,2.0,3.0,Sales Executive,4.0,10934.0,20715.0,7.0,Yes,18.0,3.0,4.0,35.0,3.0,5.0,2.0,0.0
45,No,930.0,Sales,9.0,4.0,74.0,3.0,3.0,Sales Executive,1.0,10761.0,19239.0,4.0,Yes,12.0,3.0,3.0,18.0,3.0,5.0,4.0,0.0
32,No,638.0,Research & Development,8.0,3.0,91.0,4.0,2.0,Research Scientist,3.0,5175.0,22162.0,5.0,No,12.0,3.0,3.0,9.0,2.0,5.0,3.0,1.0
52,No,890.0,Research & Development,25.0,3.0,81.0,2.0,4.0,Manufacturing Director,4.0,13826.0,19028.0,3.0,No,22.0,4.0,3.0,31.0,3.0,9.0,8.0,0.0
37,No,342.0,Sales,16.0,4.0,66.0,2.0,2.0,Sales Executive,3.0,6334.0,24558.0,4.0,No,19.0,3.0,4.0,9.0,3.0,1.0,0.0,0.0
28,No,1169.0,Human Resources,8.0,2.0,63.0,2.0,1.0,Human Resources,4.0,4936.0,23965.0,1.0,No,13.0,3.0,4.0,6.0,3.0,5.0,1.0,0.0
22,No,1230.0,Research & Development,1.0,4.0,33.0,2.0,2.0,Manufacturing Director,4.0,4775.0,19146.0,6.0,No,22.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0
44,No,986.0,Research & Development,8.0,1.0,62.0,4.0,1.0,Laboratory Technician,4.0,2818.0,5044.0,2.0,Yes,24.0,4.0,3.0,10.0,2.0,3.0,2.0,0.0
42,No,1271.0,Research & Development,2.0,2.0,35.0,3.0,1.0,Research Scientist,4.0,2515.0,9068.0,5.0,Yes,14.0,3.0,4.0,8.0,3.0,2.0,1.0,2.0
36,No,1278.0,Human Resources,8.0,1.0,77.0,2.0,1.0,Human Resources,1.0,2342.0,8635.0,0.0,No,21.0,4.0,3.0,6.0,3.0,5.0,4.0,0.0
25,No,141.0,Sales,3.0,3.0,98.0,3.0,2.0,Sales Executive,1.0,4194.0,14363.0,1.0,Yes,18.0,3.0,4.0,5.0,3.0,5.0,3.0,0.0
35,No,607.0,Research & Development,9.0,4.0,66.0,2.0,3.0,Manufacturing Director,3.0,10685.0,23457.0,1.0,Yes,20.0,4.0,2.0,17.0,3.0,17.0,14.0,5.0
35,Yes,130.0,Research & Development,25.0,4.0,96.0,3.0,1.0,Research Scientist,2.0,2022.0,16612.0,1.0,Yes,19.0,3.0,1.0,10.0,2.0,10.0,2.0,7.0
32,No,300.0,Research & Development,1.0,4.0,61.0,3.0,1.0,Laboratory Technician,4.0,2314.0,9148.0,0.0,No,12.0,3.0,2.0,4.0,3.0,3.0,0.0,0.0
25,No,583.0,Sales,4.0,3.0,87.0,2.0,2.0,Sales Executive,1.0,4256.0,18154.0,1.0,No,12.0,3.0,1.0,5.0,4.0,5.0,2.0,0.0
49,No,1418.0,Research & Development,1.0,3.0,36.0,3.0,1.0,Research Scientist,1.0,3580.0,10554.0,2.0,No,16.0,3.0,2.0,7.0,3.0,4.0,2.0,0.0
24,No,1269.0,Research & Development,4.0,1.0,46.0,2.0,1.0,Laboratory Technician,4.0,3162.0,10778.0,0.0,No,17.0,3.0,4.0,6.0,2.0,5.0,2.0,3.0
32,No,379.0,Sales,5.0,2.0,48.0,3.0,2.0,Sales Executive,2.0,6524.0,8891.0,1.0,No,14.0,3.0,4.0,10.0,3.0,10.0,8.0,5.0
